Amount,Date,ScenarioName,DepartmentGroupName,ParentOrganizationKey,OrganizationName,CurrencyKey
486.0,2005-07-01 00:00:00,Actual,Corporate,14.0,Northwest Division,100
240.0,2005-07-01 00:00:00,Actual,Corporate,14.0,Northwest Division,100
280.0,2005-07-01 00:00:00,Budget,Corporate,14.0,Northwest Division,100
550.0,2005-07-01 00:00:00,Budget,Corporate,14.0,Northwest Division,100
561.0,2005-07-01 00:00:00,Actual,Corporate,14.0,Northwest Division,100
1009.0,2005-07-01 00:00:00,Actual,Corporate,14.0,Northwest Division,100
950.0,2005-07-01 00:00:00,Budget,Corporate,14.0,Northwest Division,100
280.0,2005-07-01 00:00:00,Budget,Corporate,14.0,Northwest Division,100
277.0,2005-07-01 00:00:00,Actual,Corporate,14.0,Northwest Division,100
1051.0,2005-07-01 00:00:00,Actual,Corporate,14.0,Northwest Division,100
1000.0,2005-07-01 00:00:00,Budget,Corporate,14.0,Northwest Division,100
650.0,2005-07-01 00:00:00,Budget,Corporate,14.0,Northwest Division,100
650.0,2005-07-01 00:00:00,Actual,Corporate,14.0,Northwest Division,100
62.0,2005-07-01 00:00:00,Actual,Corporate,14.0,Northwest Division,100
70.0,2005-07-01 00:00:00,Budget,Corporate,14.0,Northwest Division,100
200.0,2005-07-01 00:00:00,Budget,Corporate,14.0,Northwest Division,100
217.0,2005-07-01 00:00:00,Actual,Corporate,14.0,Northwest Division,100
180.0,2005-07-01 00:00:00,Actual,Corporate,14.0,Northwest Division,100
200.0,2005-07-01 00:00:00,Budget,Corporate,14.0,Northwest Division,100
200.0,2005-07-01 00:00:00,Budget,Corporate,14.0,Northwest Division,100
174.0,2005-07-01 00:00:00,Actual,Corporate,14.0,Northwest Division,100
990.0,2005-07-01 00:00:00,Actual,Corporate,14.0,Northwest Division,100
850.0,2005-07-01 00:00:00,Budget,Corporate,14.0,Northwest Division,100
176.0,2005-07-01 00:00:00,Actual,Corporate,14.0,Northwest Division,100
270.0,2005-07-01 00:00:00,Actual,Corporate,14.0,Northwest Division,100
-216.0,2005-07-01 00:00:00,Actual,Corporate,14.0,Northwest Division,100
360.0,2005-07-01 00:00:00,Actual,Corporate,14.0,Northwest Division,100
96.0,2005-07-01 00:00:00,Actual,Corporate,14.0,Northwest Division,100
11.0,2005-07-01 00:00:00,Actual,Corporate,14.0,Northwest Division,100
34545.0,2005-07-01 00:00:00,Actual,Executive General and Administration,14.0,Northwest Division,100
4505.0,2005-07-01 00:00:00,Actual,Research and Development,14.0,Northwest Division,100
3900.0,2005-07-01 00:00:00,Budget,Research and Development,14.0,Northwest Division,100
-1600.0,2005-07-01 00:00:00,Budget,Research and Development,14.0,Northwest Division,100
-1126.0,2005-07-01 00:00:00,Actual,Research and Development,14.0,Northwest Division,100
42417.0,2005-07-01 00:00:00,Actual,Research and Development,14.0,Northwest Division,100
55000.0,2005-07-01 00:00:00,Budget,Research and Development,14.0,Northwest Division,100
1500.0,2005-07-01 00:00:00,Budget,Research and Development,14.0,Northwest Division,100
938.0,2005-07-01 00:00:00,Actual,Research and Development,14.0,Northwest Division,100
26040.0,2005-07-01 00:00:00,Actual,Research and Development,14.0,Northwest Division,100
22700.0,2005-07-01 00:00:00,Budget,Research and Development,14.0,Northwest Division,100
2000.0,2005-07-01 00:00:00,Budget,Research and Development,14.0,Northwest Division,100
2083.0,2005-07-01 00:00:00,Actual,Research and Development,14.0,Northwest Division,100
1562.0,2005-07-01 00:00:00,Actual,Research and Development,14.0,Northwest Division,100
1600.0,2005-07-01 00:00:00,Budget,Research and Development,14.0,Northwest Division,100
6200.0,2005-07-01 00:00:00,Budget,Research and Development,14.0,Northwest Division,100
3379.0,2005-07-01 00:00:00,Actual,Research and Development,14.0,Northwest Division,100
378.0,2005-07-01 00:00:00,Actual,Research and Development,14.0,Northwest Division,100
380.0,2005-07-01 00:00:00,Budget,Research and Development,14.0,Northwest Division,100
380.0,2005-07-01 00:00:00,Budget,Research and Development,14.0,Northwest Division,100
343.0,2005-07-01 00:00:00,Actual,Research and Development,14.0,Northwest Division,100
182.0,2005-07-01 00:00:00,Actual,Research and Development,14.0,Northwest Division,100
200.0,2005-07-01 00:00:00,Budget,Research and Development,14.0,Northwest Division,100
100.0,2005-07-01 00:00:00,Budget,Research and Development,14.0,Northwest Division,100
133.0,2005-07-01 00:00:00,Actual,Research and Development,14.0,Northwest Division,100
38.0,2005-07-01 00:00:00,Actual,Research and Development,14.0,Northwest Division,100
63.0,2005-07-01 00:00:00,Actual,Research and Development,14.0,Northwest Division,100
70.0,2005-07-01 00:00:00,Budget,Research and Development,14.0,Northwest Division,100
380.0,2005-07-01 00:00:00,Budget,Research and Development,14.0,Northwest Division,100
225.0,2005-07-01 00:00:00,Actual,Research and Development,14.0,Northwest Division,100
263.0,2005-07-01 00:00:00,Actual,Research and Development,14.0,Northwest Division,100
300.0,2005-07-01 00:00:00,Budget,Research and Development,14.0,Northwest Division,100
200.0,2005-07-01 00:00:00,Budget,Research and Development,14.0,Northwest Division,100
187.0,2005-07-01 00:00:00,Actual,Research and Development,14.0,Northwest Division,100
1201.0,2005-07-01 00:00:00,Actual,Research and Development,14.0,Northwest Division,100
1500.0,2005-07-01 00:00:00,Budget,Research and Development,14.0,Northwest Division,100
550.0,2005-07-01 00:00:00,Budget,Research and Development,14.0,Northwest Division,100
604.0,2005-07-01 00:00:00,Actual,Research and Development,14.0,Northwest Division,100
193.0,2005-07-01 00:00:00,Actual,Research and Development,14.0,Northwest Division,100
200.0,2005-07-01 00:00:00,Budget,Research and Development,14.0,Northwest Division,100
650.0,2005-07-01 00:00:00,Budget,Research and Development,14.0,Northwest Division,100
749.0,2005-07-01 00:00:00,Actual,Research and Development,14.0,Northwest Division,100
464.0,2005-07-01 00:00:00,Actual,Research and Development,14.0,Northwest Division,100
380.0,2005-07-01 00:00:00,Budget,Research and Development,14.0,Northwest Division,100
50.0,2005-07-01 00:00:00,Budget,Research and Development,14.0,Northwest Division,100
47.0,2005-07-01 00:00:00,Actual,Research and Development,14.0,Northwest Division,100
165.0,2005-07-01 00:00:00,Actual,Research and Development,14.0,Northwest Division,100
100.0,2005-07-01 00:00:00,Budget,Research and Development,14.0,Northwest Division,100
100.0,2005-07-01 00:00:00,Budget,Research and Development,14.0,Northwest Division,100
145.0,2005-07-01 00:00:00,Actual,Research and Development,14.0,Northwest Division,100
132.0,2005-07-01 00:00:00,Actual,Research and Development,14.0,Northwest Division,100
100.0,2005-07-01 00:00:00,Budget,Research and Development,14.0,Northwest Division,100
550.0,2005-07-01 00:00:00,Budget,Research and Development,14.0,Northwest Division,100
630.0,2005-07-01 00:00:00,Actual,Research and Development,14.0,Northwest Division,100
142.0,2005-07-01 00:00:00,Actual,Research and Development,14.0,Northwest Division,100
218.0,2005-07-01 00:00:00,Actual,Research and Development,14.0,Northwest Division,100
-174.0,2005-07-01 00:00:00,Actual,Research and Development,14.0,Northwest Division,100
291.0,2005-07-01 00:00:00,Actual,Research and Development,14.0,Northwest Division,100
3303.0,2005-07-01 00:00:00,Actual,Research and Development,14.0,Northwest Division,100
7.0,2005-07-01 00:00:00,Actual,Research and Development,14.0,Northwest Division,100
95.0,2005-07-01 00:00:00,Actual,Research and Development,14.0,Northwest Division,100
63000.0,2005-07-01 00:00:00,Actual,Research and Development,14.0,Northwest Division,100
123900.0,2005-07-01 00:00:00,Budget,Research and Development,14.0,Northwest Division,100
112648.0,2005-07-01 00:00:00,Actual,Research and Development,14.0,Northwest Division,100
138120.0,2005-07-01 00:00:00,Actual,Sales and Marketing,14.0,Northwest Division,100
172658.0,2005-07-01 00:00:00,Actual,Sales and Marketing,14.0,Northwest Division,100
5181.0,2005-07-01 00:00:00,Actual,Sales and Marketing,14.0,Northwest Division,100
3453.0,2005-07-01 00:00:00,Actual,Sales and Marketing,14.0,Northwest Division,100
23826.0,2005-07-01 00:00:00,Actual,Sales and Marketing,14.0,Northwest Division,100
16229.0,2005-07-01 00:00:00,Actual,Sales and Marketing,14.0,Northwest Division,100
31769.0,2005-07-01 00:00:00,Actual,Sales and Marketing,14.0,Northwest Division,100
10976.0,2005-07-01 00:00:00,Actual,Sales and Marketing,14.0,Northwest Division,100
34976.0,2005-07-01 00:00:00,Actual,Sales and Marketing,14.0,Northwest Division,100
10646.0,2005-07-01 00:00:00,Actual,Sales and Marketing,14.0,Northwest Division,100
48713.0,2005-07-01 00:00:00,Actual,Sales and Marketing,14.0,Northwest Division,100
9416.0,2005-07-01 00:00:00,Actual,Sales and Marketing,14.0,Northwest Division,100
3849.0,2005-07-01 00:00:00,Actual,Sales and Marketing,14.0,Northwest Division,100
20310.0,2005-07-01 00:00:00,Actual,Sales and Marketing,14.0,Northwest Division,100
16196.0,2005-07-01 00:00:00,Actual,Sales and Marketing,14.0,Northwest Division,100
149442.0,2005-07-01 00:00:00,Actual,Sales and Marketing,14.0,Northwest Division,100
46294.0,2005-07-01 00:00:00,Actual,Sales and Marketing,14.0,Northwest Division,100
25924.0,2005-07-01 00:00:00,Actual,Sales and Marketing,14.0,Northwest Division,100
21738.0,2005-07-01 00:00:00,Actual,Sales and Marketing,14.0,Northwest Division,100
12448.0,2005-07-01 00:00:00,Actual,Sales and Marketing,14.0,Northwest Division,100
32590.0,2005-07-01 00:00:00,Actual,Sales and Marketing,14.0,Northwest Division,100
25665.0,2005-07-01 00:00:00,Actual,Sales and Marketing,14.0,Northwest Division,100
26166.0,2005-07-01 00:00:00,Actual,Sales and Marketing,14.0,Northwest Division,100
45395.0,2005-07-01 00:00:00,Actual,Sales and Marketing,14.0,Northwest Division,100
23636.0,2005-07-01 00:00:00,Actual,Sales and Marketing,14.0,Northwest Division,100
350000.0,2005-07-01 00:00:00,Actual,Sales and Marketing,14.0,Northwest Division,100
-491124.0,2005-07-01 00:00:00,Actual,Sales and Marketing,14.0,Northwest Division,100
291070.0,2005-07-01 00:00:00,Actual,Sales and Marketing,14.0,Northwest Division,100
-27492.0,2005-07-01 00:00:00,Actual,Sales and Marketing,14.0,Northwest Division,100
16719.0,2005-07-01 00:00:00,Actual,Sales and Marketing,14.0,Northwest Division,100
33920.0,2005-07-01 00:00:00,Actual,Corporate,14.0,Central Division,100
31600.0,2005-07-01 00:00:00,Budget,Corporate,14.0,Central Division,100
2700.0,2005-07-01 00:00:00,Budget,Corporate,14.0,Central Division,100
3731.0,2005-07-01 00:00:00,Actual,Corporate,14.0,Central Division,100
2035.0,2005-07-01 00:00:00,Actual,Corporate,14.0,Central Division,100
1900.0,2005-07-01 00:00:00,Budget,Corporate,14.0,Central Division,100
480.0,2005-07-01 00:00:00,Budget,Corporate,14.0,Central Division,100
440.0,2005-07-01 00:00:00,Actual,Corporate,14.0,Central Division,100
400.0,2005-07-01 00:00:00,Actual,Corporate,14.0,Central Division,100
380.0,2005-07-01 00:00:00,Budget,Corporate,14.0,Central Division,100
